TICKER,NAME,JUST_IND,Bloomberg Ticker,ISIN,ROIC,Beta,Risk,PE,Price to Book,Earnings per Share,Revenue Growth,Market Cap,Beat the Street,Portfolio Weight,Trailing 12 month Total Return,Dividend,ROE,WGTSCORE,RANK
HON,Honeywell International,Industrial Goods,HON,US4385161066,1.749851344,1.063097954,#N/A N/A,18.28330495,6.241183694,2.17,3.134700524,1.09814E+11,0.18317599,#N/A,13.84374,2.74,28.85842039,47.73,638
HP,Helmerich & Payne,Energy Equipment & Services,HP,US4234521015,9.384974487,0.767525375,#N/A N/A,#N/A N/A,1.667792007,-1.2,11.11349856,7508481204,5.526116578,#N/A,22.45672,2.8,5.957377041,47.92,621
HPE,Hewlett Packard Enterprise,Computer Services,HPE,US42824C1099,5.028458769,1.200598359,#N/A N/A,26.13905388,1.153774179,0.21,-4.65323646,27390765290,1.438848921,#N/A,21.81954,0.26,#N/A N/A,56.98,94
HPQ,HP Inc,Technology Hardware,HPQ,US40434L1052,90.75967795,1.311323047,#N/A N/A,12.82687463,#N/A N/A,1.5,7.914921846,37203229678,-0.181488203,#N/A,20.56123,0.53,#N/A N/A,54.68,168
HRB,H&R Block,Retail,HRB,US0936711052,16.47435451,1.093998671,#N/A N/A,13.99754347,#N/A N/A,1.92,-0.060530197,5811637783,11.87214612,#N/A,8.518468,0.88,#N/A N/A,46.57,704
HRC,Hill-Rom Holdings,Health Care Equipment & Services,HRC,US4314751029,6.423413963,0.868351519,#N/A N/A,26.93317609,3.860550076,2.04,3.333082254,5835086067,0.994243851,#N/A,18.51199,0.71,13.75294395,51.66,315
HRL,Hormel Foods,"Food, Beverage & Tobacco",HRL,US4404521001,16.23273125,0.650998592,#N/A N/A,22.97043233,3.727477999,1.6,-3.735132136,19185022218,0.319488818,#N/A,7.573752,0.68,18.4032995,50.34,421
HRS,Harris,Technology Hardware,HRS,US4138751056,8.201001349,0.655687213,#N/A N/A,25.93592568,5.908375326,4.5,-1.535380507,18562078415,0.090497738,#N/A,46.01866,2.12,26.34521545,50.06,447
HSIC,Henry Schein,Health Care Equipment & Services,HSIC,US8064071025,8.731555716,0.896908343,#N/A N/A,20.41650026,3.844017296,2.59,7.690118659,11174513968,0.055586437,#N/A,-17.59427,0,17.64176631,51.41,333
HSY,Hershey,"Food, Beverage & Tobacco",HSY,US4278661081,24.35996264,0.717037559,#N/A N/A,19.2142748,20.03997146,3.689043,1.011332923,19474382274,-0.729927007,#N/A,-10.54134,2.548,84.89356641,58.99,50
HUBB,Hubbell,Industrial Goods,HUBB,US4435106079,9.569455235,0.915406168,#N/A N/A,17.05524054,3.428459025,4.42,4.667351364,5715138295,7.955579829,#N/A,-7.053029,2.87,18.27247173,51.8,301
HUM,Humana,Health Care Providers,HUM,US4448591028,12.56442133,0.852523863,#N/A N/A,23.71763257,3.831500588,16.94,-1.125434451,38625356252,0.64460679,#N/A,22.37872,1.6,13.25605095,61.57,17
HUN,Huntsman,Chemicals,HUN,US4470111075,14.70111989,1.351628423,#N/A N/A,12.18648243,2.598590752,2.67,11.17318436,7541347103,3.941605839,#N/A,24.15823,0.5,24.03929689,53.45,217
HXL,Hexcel,Aerospace & Defense,HXL,US4282911084,13.68182495,0.968478143,#N/A N/A,25.19057,3.983114188,3.13,-1.54667465,6214933014,-0.59347181,#N/A,40.05404,0.47,18.67976766,54.51,176
IAC,IAC,Internet,IAC,US44919P5089,11.205771,1.15397644,#N/A N/A,126.2871258,4.765901614,3.81,5.330041065,11914105624,19.02866242,#N/A,39.20899,0,11.37001737,49.98,458
IBKR,Interactive Brokers Group,Capital Markets,IBKR,US45841N1072,8.015383943,1.243233442,#N/A N/A,31.72605747,5.046625451,1.09,30.6440678,32924494843,0.78125,#N/A,130.0258,0.4,7.609746704,49.49,507
IBM,International Business Machines,Computer Services,IBM,US4592001014,9.527902225,1.095565319,#N/A N/A,10.31476945,7.273102035,6.167266,-0.975988188,1.32123E+11,-0.079646658,#N/A,-0.7945038,5.9,91.38800459,67.42,5
ICE,Intercontinental Exchange,Capital Markets,ICE,US45866F1049,11.04116243,0.964852989,#N/A N/A,24.94088975,2.447468374,4.27,2.889531007,41426389492,0.237852531,#N/A,22.7038,0.8,9.568018206,46.5,710
ICPT,Intercept Pharmaceuticals,Pharmaceuticals & Biotech,ICPT,US45845P1084,-66.95695341,1.588728547,#N/A N/A,#N/A N/A,109.779052,-14.38,424.8527113,2113997964,-4.673169311,#N/A,-38.36999,0,-125.4752438,53.97,194
IDXX,IDEXX Laboratories,Health Care Equipment & Services,IDXX,US45168D1046,29.74700508,1.140233636,#N/A N/A,59.1246564,#N/A N/A,3,10.90641498,18119666649,0.798035605,#N/A,27.96761,0,#N/A N/A,50.68,395
IEX,IDEX Corp,Commercial Vehicles & Machinery,IEX,US45167R1041,14.33212853,1.015385151,#N/A N/A,29.95414788,5.271208652,4.41,8.247300221,10608601269,1.007733771,#N/A,33.90552,1.45,18.76979116,51.7,310
IFF,International Flavors & Fragrances,Chemicals,IFF,US4595061015,9.976287353,0.83148998,#N/A N/A,20.97951808,5.669489176,3.73,9.060888539,10055862645,1.621808144,#N/A,-0.3839752,2.66,27.7794738,55.16,151
ILMN,Illumina,Pharmaceuticals & Biotech,ILMN,US4523271090,12.65541377,1.172676444,#N/A N/A,54.0722283,12.91430234,4.96,14.74445384,38846220000,4.794341106,#N/A,45.1101,0,23.60901407,51.04,365
INCY,Incyte,Pharmaceuticals & Biotech,INCY,US45337C1027,-14.32796748,1.443915725,#N/A N/A,#N/A N/A,8.470092659,-1.53,38.93367121,13794953128,1900,#N/A,-44.95009,0,#N/A N/A,53.14,227
INFO,IHS Markit Ltd,Consumer & Diversified Finance,INFO,BMG475671050,5.498223843,0.951568425,#N/A N/A,40.46493263,2.536985931,1.04,31.62571303,20718935438,0.680933852,#N/A,19.29098,0,8.135590509,50.94,377
INGR,Ingredion,"Food, Beverage & Tobacco",INGR,US4571871023,12.13459218,0.755870283,#N/A N/A,14.45708523,2.630521032,7.21,2.244039271,8068017719,-0.15560166,#N/A,-4.703584,2.2,18.97891368,47.3,665
INT,World Fuel Services,Transportation,INT,US9814751064,-4.863623013,0.912569702,#N/A N/A,12.39871721,0.88525728,-2.5,24.72516083,1553858529,-15.76086957,#N/A,-39.76508,0.24,9.747318909,49.37,515
INTC,Intel,Semiconductors & Equipment,INTC,US4581401001,9.895445349,1.117982626,#N/A N/A,13.79477141,3.584009364,2.04,5.681378079,2.54343E+11,6.363356901,#N/A,55.53951,1.2,18.5977994,70.9,1
INTU,Intuit,Software,INTU,US4612021034,46.86340895,1.162813663,#N/A N/A,50.94454917,42.93312134,3.78,10.28973157,49680424195,0.593065693,#N/A,54.20657,1.36,38.99873046,57.38,86
IONS,Ionis Pharmaceuticals,Pharmaceuticals & Biotech,IONS,US4622221004,0.44599377,1.99369359,#N/A N/A,#N/A N/A,17.81475304,-0.048139,46.4618314,5372272264,51.45631068,#N/A,-2.947846,0,-25.93380925,47.44,654
IP,International Paper,Basic Resources,IP,US4601461035,18.68861684,1.125272393,#N/A N/A,13.10083714,3.028731497,5.19,11.53116184,21946848387,-0.654711073,#N/A,3.328809,1.8625,25.00284765,50.43,413
IPG,Interpublic Group,Media,IPG,US4606901001,14.86915648,0.880668402,#N/A N/A,17.39619264,4.396406208,1.49,0.456248566,9269822461,-0.212314225,#N/A,1.431461,0.72,22.75256091,53.81,206
IPGP,IPG Photonics,Industrial Goods,IPGP,US44980X1090,18.94120452,0.978048921,#N/A N/A,32.01210444,6.284201521,6.5,40.02452859,13470334950,0.621718707,#N/A,85.00737,0,20.32298817,50.59,399
IQV,IQVIA Holdings,Pharmaceuticals & Biotech,IQV,US46266C1053,8.371958913,1.082733154,#N/A N/A,45.02635845,2.548544312,6.01,41.5963943,20886348767,0.951145698,#N/A,20.01193,0,#N/A N/A,50.44,412
IR,Ingersoll-Rand,Commercial Vehicles & Machinery,IR,IE00B6330302,14.52993749,1.048021793,#N/A N/A,19.05287566,3.112302477,5.11,5.098120498,22029228013,0.044365572,#N/A,2.425977,1.7,15.65086683,56.89,97
IRM,Iron Mountain,Real Estate,IRM,US46284V1017,6.446888943,0.769113481,#N/A N/A,43.32611698,4.26276,0.69,9.515291818,9632777707,-7.323688969,#N/A,2.304354,2.2706,15.97349223,45.77,747
ISRG,Intuitive Surgical,Health Care Equipment & Services,ISRG,US46120E6023,15.32164008,0.953268766,#N/A N/A,49.35071967,9.619916118,5.91,15.69664251,52861224025,1.985252411,#N/A,66.03088,0,16.10483945,48.92,556
IT,Gartner,Computer Services,IT,US3666511072,1.992208517,1.065083623,#N/A N/A,433.6092409,12.35062737,0.04,35.46491364,12211590108,-4.141326383,#N/A,18.23554,0,#N/A N/A,54.89,159
ITT,ITT Inc,Industrial Goods,ITT,US45073V1089,10.71344818,1.384178281,#N/A N/A,18.82990938,2.769651586,1.29,7.479005571,4593744000,2.169625247,#N/A,27.48795,0.512,17.51285443,51.04,364
ITW,Illinois Tool Works,Commercial Vehicles & Machinery,ITW,US4523081093,15.82111572,1.157930613,#N/A N/A,20.99650716,11.87746282,4.9,5.25773954,49398365394,-0.678221552,#N/A,7.545826,2.86,32.87993066,58.05,69
IVZ,Invesco,Capital Markets,IVZ,BMG491BT1088,#N/A N/A,1.40717876,#N/A N/A,11.99495018,#N/A N/A,2.75,8.995860088,11638958101,1.389410439,#N/A,-9.299842,1.15,11.49211444,55.7,130
JBHT,JB Hunt,Transportation,JBHT,US4456581077,21.87693082,0.901797116,#N/A N/A,31.86012422,6.94242083,6.24,9.672991624,13485672784,-0.654843111,#N/A,42.99582,0.92,32.45715273,49.96,460
JBL,Jabil Circuit,Industrial Goods,JBL,US4663131039,4.807920725,1.007109284,#N/A N/A,16.7866236,2.081712587,0.71,3.86874992,4729574060,0.908656145,#N/A,-3.83997,0.32,11.60074285,56.17,117
JBLU,JetBlue Airways,Transportation,JBLU,US4771431016,21.49843553,0.985559404,#N/A N/A,10.65205372,1.272544239,3.49,5.775030157,5986536159,-3.331451158,#N/A,-12.55201,0,15.112011,47.07,678
JCI,Johnson Controls,Commercial Support Services,JCI,IE00BY7QL619,5.942793527,1.204810143,#N/A N/A,13.9000168,1.631085208,1.72,44.80011518,34047274185,-0.230237913,#N/A,-11.09822,1,17.40669934,53.72,208
JEC,Jacobs Engineering Group,Industrial Goods,JEC,US4698141078,3.410199466,1.204353333,#N/A N/A,18.1275983,1.525389768,2.460643,-8.585876689,9060501771,5.160662123,#N/A,18.40575,0,9.763898984,55.39,142
JKHY,Jack Henry & Associates,Commercial Support Services,JKHY,US4262811015,29.8623475,1.030170083,#N/A N/A,36.65892122,7.788242861,3.16,5.645091042,9527713569,-0.127226463,#N/A,28.07536,1.18,21.25435761,51.19,354
JLL,Jones Lang LaSalle,Real Estate,JLL,US48020Q1076,6.649036431,1.100995541,#N/A N/A,18.68790463,2.286309111,5.6,16.58778918,7853116336,9.72688069,#N/A,44.5247,0.72,15.16568875,61.19,22
JNJ,Johnson & Johnson,Pharmaceuticals & Biotech,JNJ,US4781601046,0.202757856,0.875804663,#N/A N/A,19.63917964,5.318582991,0.48,6.343024065,3.36422E+11,0.260953166,#N/A,4.795028,3.32,23.57329633,59.95,35
JNPR,Juniper Networks,Technology Hardware,JNPR,US48203R1041,3.745150063,1.032218814,#N/A N/A,18.87839187,2.13852984,0.81,0.743472075,9251210364,0.524059076,#N/A,-12.58739,0.4,10.41701861,58.78,58
JPM,JPMorgan Chase,Banks,JPM,US46625H1005,3.595843685,1.127532244,#N/A N/A,14.8923533,1.690456468,6.35,7.975465939,3.8903E+11,0.814426992,#N/A,33.52836,2.12,10.8581705,49.66,486
JUNO,Juno Therapeutics,Pharmaceuticals & Biotech,JUNO,US48205A1097,-41.12717677,1.329437137,#N/A N/A,#N/A N/A,#N/A N/A,-4.1,40.97358738,#N/A N/A,-33.75775384,#N/A,#N/A N/A,0,#N/A N/A,56.08,120
JW.A,John Wiley & Sons,Media,JW/A,US9682232064,10.4531376,0.982979238,#N/A N/A,18.33830354,3.281245531,1.98,-0.49257775,3836172862,8.695652174,#N/A,30.07746,1.24,16.71532578,51.26,347
JWN,Nordstrom,Retail,JWN,US6556641008,14.04551843,1.052815914,#N/A N/A,17.22812527,8.327779124,2.62,4.8858169,8175015468,-4.156809733,#N/A,0.7165793,1.48,44.53841494,54.14,187
K,Kellogg,"Food, Beverage & Tobacco",K,US4878361082,11.25335418,0.69301194,#N/A N/A,14.41867391,8.357805505,3.65,-0.699246965,21202837924,0.024758604,#N/A,-11.22793,2.12,54.64138789,50.64,396
KAR,KAR Auction Services,Retail,KAR,US48238T1097,12.43102108,0.97625351,#N/A N/A,23.10696767,4.761351017,2.66,9.77429288,7238113045,5.263157895,#N/A,30.18069,1.31,13.94081104,46.14,727
KEX,Kirby,Transportation,KEX,US4972661064,8.695647401,1.060017347,#N/A N/A,41.22076596,1.69024991,5.62,25.06081021,5307063300,4.705299653,#N/A,29.97076,0,9.258782686,45.6,754
KEY,KeyCorp,Banks,KEY,US4932671088,5.348786864,1.179130912,#N/A N/A,13.24581261,1.503673472,1.14,27.42115028,21620776587,-25.62592047,#N/A,12.51383,0.38,9.329344137,56.21,114
KEYS,Keysight Technologies,Industrial Goods,KEYS,US49338L1035,2.602639039,1.152195096,#N/A N/A,93.44755481,4.080716469,0.57,9.287183002,10008213250,2.470635885,#N/A,36.10049,0,29.32427513,58.63,63
KHC,Kraft Heinz,"Food, Beverage & Tobacco",KHC,US5007541064,12.34081134,0.861804485,#N/A N/A,16.30804356,1.08819045,9.03,-0.962736437,72100628343,-0.56022409,#N/A,-31.70139,2.45,#N/A N/A,41.85,852
KLAC,KLA-Tencor,Semiconductors & Equipment,KLAC,US4824801009,18.92216163,1.093329906,#N/A N/A,14.86040254,12.56175094,5.92,16.60318855,17211395405,0.848896435,#N/A,12.14978,2.14,56.11732333,58.76,59
KMB,Kimberly-Clark,Personal Products,KMB,US4943681035,24.76295535,0.861928523,#N/A N/A,17.05527633,114.6362692,6.44,0.313152401,36311534694,0.386722527,#N/A,-16.85742,3.88,#N/A N/A,59.21,47
KMI,Kinder Morgan,Energy Equipment & Services,KMI,US49456B1017,-0.848740495,0.927661121,#N/A N/A,22.04780309,1.132327193,0.01,4.95481697,36345027205,3.448275862,#N/A,-15.75003,0.5,4.965810337,45.51,760
KMX,CarMax,Retail,KMX,US1431301027,4.462338527,1.230118394,#N/A N/A,17.29574769,3.454221481,3.64,7.843034616,11350171410,-3.670919032,#N/A,6.349075,0,19.28114101,51.72,305
KO,Coca-Cola,"Food, Beverage & Tobacco",KO,US1912161007,0.167227169,0.837695003,#N/A N/A,20.67931093,9.180414684,0.29,-15.41456656,1.7987E+11,0.052383447,#N/A,0.280829,1.48,32.7796148,57.81,74
KORS,Michael Kors,Household Goods & Apparel,KORS,VGG607541015,18.52836077,0.755244434,#N/A N/A,13.5891154,4.604073199,3.33,-4.63487617,9564802739,1.849627672,#N/A,64.39968,0,44.66448476,42,847
KOS,Kosmos Energy,Oil & Gas,KOS,BMG5315B1072,-2.945623784,1.080543399,#N/A N/A,#N/A N/A,3.296055432,-0.57,75.3118553,2782765136,-26.92307692,#N/A,5.074626,0,-5.219819116,54.12,189
KR,Kroger,Food & Drug Retailers,KR,US5010441013,12.01239113,0.769623399,#N/A N/A,13.52422557,3.081589862,2.11,6.35095416,20968113609,-0.146842878,#N/A,-16.68342,0.49,30.01528206,45.53,758
KSS,Kohl's,Retail,KSS,US5002551043,10.72837394,1.102340221,#N/A N/A,14.441728,1.880634036,5.14,2.188804453,10218709245,2.746444335,#N/A,58.20857,2.2,13.53867036,52.06,289
KSU,Kansas City Southern,Transportation,KSU,US4851703029,13.82756791,0.740127385,#N/A N/A,21.09136737,2.452804265,9.18,10.654614,11303497305,0.651840491,#N/A,22.88537,1.38,9.254524144,48.59,577
L,Loews Corp,Insurance,L,US5404241086,3.296567723,1.040874124,#N/A N/A,17.23092774,0.901848071,3.46,4.807325448,16555260807,-19.72837741,#N/A,12.18071,0.25,5.752231543,49.87,471
LAMR,Lamar Advertising,Real Estate,LAMR,US5128161099,11.95233599,0.883398592,#N/A N/A,21.20937544,6.261863297,3.24,2.730531482,6514678351,0.725094578,#N/A,-1.191886,3.32,23.1659438,46.07,733
LAZ,Lazard,Capital Markets,LAZ,BMG540501027,21.90014233,0.972695112,#N/A N/A,13.32912763,6.847442212,2.09,21.67722535,7245337833,5.882352941,#N/A,31.98365,2.81,47.53644603,48.56,582
LB,L Brands,Retail,LB,US5017971046,23.1440024,0.97603935,#N/A N/A,9.740516816,#N/A N/A,3.46,0.461269286,8736280818,1.910828025,#N/A,-38.11928,2.4,#N/A N/A,50.05,451
LDOS,Leidos Holdings,Computer Services,LDOS,US5253271028,7.771906265,0.947162032,#N/A N/A,23.46063618,2.79058008,2.41,44.39869374,9560962220,0.459087227,#N/A,22.68923,1.28,13.18387837,58.66,62
LEA,Lear Corp,Automobiles & Parts,LEA,US5218652049,24.83866455,0.979879677,#N/A N/A,11.18343548,2.932227784,18.79,10.289046,12890289305,0.56791292,#N/A,36.07088,2,26.13318824,52.65,254
LECO,Lincoln Electric,Commercial Vehicles & Machinery,LECO,US5339001068,16.18731009,1.286290407,#N/A N/A,21.67460482,5.824561911,3.76,15.37918082,5706911385,1.581345484,#N/A,-2.520215,1.44,25.55605126,47.8,635
LEG,Leggett & Platt,Household Goods & Apparel,LEG,US5246601075,13.73182783,1.065930963,#N/A N/A,18.90022968,4.604452011,2.15,5.170804555,5509381251,-0.966183575,#N/A,-19.15696,1.42,26.88959025,43.02,827
LEN,Lennar,Household Goods & Apparel,LEN,US5260571048,5.068832976,0.86715275,#N/A N/A,11.96352988,1.34927512,3.38,15.49192836,17210192379,-4.856070088,#N/A,7.531987,0.16,13.56016533,50.26,425
LGF.A,Lions Gate Entertainment,Media,LGF/A,CA5359194019,7.529874233,1.369699359,#N/A N/A,14.77361145,1.577693524,0.09,36.38383263,4609220563,19.70979444,#N/A,-9.670453,0.09,42.4330224,46.62,702
LH,Laboratory Corp of America,Health Care Providers,LH,US50540R4092,10.23591893,0.859590232,#N/A N/A,19.70165654,2.542211385,12.39,8.293057313,17806849500,0.745093924,#N/A,22.84051,0,18.62152723,49.1,538
LII,Lennox International,Building Materials & Packaging,LII,US5261071071,27.88442574,0.947607636,#N/A N/A,24.14430966,#N/A N/A,7.25,5.437170475,8451052927,0.291249842,#N/A,23.09724,1.96,377.8435925,51.92,295
LKQ,LKQ Corp,Automobiles & Parts,LKQ,US5018892084,8.483130724,1.14562726,#N/A N/A,17.70109598,2.145205328,1.73,13.4304967,9455463916,-0.476442562,#N/A,-2.428889,0,14.91054899,48.33,593
LLL,L-3 Communications,Aerospace & Defense,LLL,US5024131071,9.834358527,0.986743987,#N/A N/A,22.15459438,2.906364969,8.68,3.941368078,15305042642,-1.097617936,#N/A,17.6614,3,12.63369378,48.11,614
LLY,Eli Lilly,Pharmaceuticals & Biotech,LLY,US5324571083,6.814270816,0.979708076,#N/A N/A,19.55286027,6.027512218,-0.19,7.771144232,87985282655,1.493953047,#N/A,2.213638,2.12,23.36048096,60.43,28
LM,Legg Mason,Capital Markets,LM,US5249011058,6.421998965,1.32812345,#N/A N/A,13.68413432,0.885342938,3.74,8.778268192,3371466685,-3.672985782,#N/A,9.319234,1.18,5.987226062,57.9,73
LMT,Lockheed Martin,Aerospace & Defense,LMT,US5398301094,22.7894456,0.738446176,#N/A N/A,21.65832846,#N/A N/A,6.96,8.042668473,92640040759,1.647094708,#N/A,22.38028,7.46,#N/A N/A,55.49,137
LNC,Lincoln National,Insurance,LNC,US5341871094,5.503198894,1.418486118,#N/A N/A,9.187587932,0.925539524,9.36,6.95423856,14795520500,0.802277433,#N/A,0.1765675,1.2,9.964784888,53.57,212
LNG,Cheniere Energy,Oil & Gas,LNG,US16411R2085,6.292985229,0.956491351,#N/A N/A,#N/A N/A,#N/A N/A,-1.68,336.5549493,15157158040,9.91316932,#N/A,32.43243,0,#N/A N/A,56.22,113
LNT,Alliant Energy,Utilities,LNT,US0188021085,6.7394992,0.551947296,#N/A N/A,20.76792953,2.280627931,1.947615,1.873493976,9650477409,-0.924024641,#N/A,8.837535,1.26,11.19072897,44.57,795
LOGM,LogMeIn Inc,Computer Services,LOGM,US54142L1098,4.696026161,0.895416021,#N/A N/A,52.93691279,1.959474978,1.97,194.5195615,6168856543,1.307966706,#N/A,3.417891,1.25,6.351168115,49.28,521
LOW,Lowe's,Retail,LOW,US5486611073,18.32146273,0.972530782,#N/A N/A,19.23143468,12.01471982,4.09,5.540089515,70202520379,-2.725459783,#N/A,0.7399017,1.58,36.21616344,51.12,360
LPI,Laredo Petroleum,Oil & Gas,LPI,US5168061068,17.42794719,0.964613795,#N/A N/A,14.3218667,2.454484541,2.3,7.041724671,2281071575,16.50485437,#N/A,-21.58448,0,24.65131906,50.77,384
LPLA,LPL Financial,Capital Markets,LPLA,US50212V1008,10.4915456,0.995136976,#N/A N/A,23.46796231,6.221856877,2.65,5.731688013,6231510274,16.90712353,#N/A,64.43559,1,23.04837402,49.64,488
LPNT,LifePoint Health,Health Care Providers,LPNT,US53219L1098,3.673873844,0.588335633,#N/A N/A,21.18857497,0.973543581,2.57,-1.140791955,2145452435,-0.274725275,#N/A,-12.94256,0,6.814579337,48.85,557
LRCX,Lam Research,Semiconductors & Equipment,LRCX,US5128071082,19.374974,1.423001289,#N/A N/A,13.36025908,4.903527745,10.47,36.14960381,33356098950,0.981483355,#N/A,37.78029,1.65,14.83030731,56.48,106
LSI,Life Storage,Real Estate,LSI,US53223X1072,5.018144811,0.557837427,#N/A N/A,37.90963189,2.126534969,2.08,14.51380002,4294467719,-9.937106918,#N/A,30.54563,3.95,7.572887492,44.63,790
LSTR,Landstar System,Transportation,LSTR,US5150981018,25.2725191,0.994656324,#N/A N/A,24.95566683,6.506963962,4.22,15.13743809,4570687657,2.235550709,#N/A,32.5665,1.88,27.92561894,48.46,587
LUK,Leucadia National,"Food, Beverage & Tobacco",LUK,US5272881047,0.484146757,1.381227016,#N/A N/A,19.27419494,0.865438329,0.45,14.72829578,8563565934,4.842767296,#N/A,-1.553614,0.325,3.559949632,43.08,825
LULU,Lululemon athletica,Household Goods & Apparel,LULU,US5500211090,17.35286749,1.017153144,#N/A N/A,38.60242818,8.301398657,1.9,13.0007695,13281427391,2.53365004,#N/A,84.20681,0,25.27676768,49.74,479
LUV,Southwest Airlines,Transportation,LUV,US8447411088,29.68947065,0.99888438,#N/A N/A,14.29767932,3.133191759,5.8,3.652386781,30138171791,-0.199600798,#N/A,-10.12039,0.475,23.33912237,57.59,82
LVNTA,Liberty Ventures,Consumer & Diversified Finance,LVNTA,US53071M8560,17.73393329,1.034780502,#N/A N/A,#N/A N/A,#N/A N/A,14.404195,-94.62616822,#N/A N/A,29.04255319,#N/A,#N/A N/A,0,#N/A N/A,47.77,636
LVS,Las Vegas Sands,Restaurants & Leisure,LVS,US5178341070,26.98263753,0.883751929,#N/A N/A,23.79780445,8.485795454,3.54,12.90096407,62495797403,5.739130435,#N/A,41.73872,2.92,32.9895069,50.44,411
LW,Lamb Weston Holdings,"Food, Beverage & Tobacco",LW,US5132721045,24.56987244,#N/A N/A,#N/A N/A,26.98778909,#N/A N/A,2.22,5.818691963,9946596637,0.957354221,#N/A,62.42625,0.375,#N/A N/A,43.02,826
LYB,LyondellBasell Industries,Chemicals,LYB,NL0009434992,30.58230947,0.988483787,#N/A N/A,10.14268309,4.54155079,12.23,18.16468492,44021538085,2.117459049,#N/A,41.59019,3.55,50.43385384,53.76,207
LYV,Live Nation Entertainment,Restaurants & Leisure,LYV,US5380341090,2.341895562,1.128097892,#N/A N/A,#N/A N/A,7.881665847,-0.48,23.72866141,8966743049,19.64285714,#N/A,26.13169,0,-1.88811158,48.18,609
M,Macy's,Retail,M,US55616P1049,14.76437504,1.067651033,#N/A N/A,9.641757272,1.561921043,5.06,-3.474365731,9010100379,3.372635043,#N/A,6.77049,1.51,22.43196732,50.86,379
MA,MasterCard,Consumer & Diversified Finance,MA,US57636Q1040,37.4952106,0.889043689,#N/A N/A,38.13847909,35.52413161,3.67,15.97067558,2.01747E+11,0.262697023,#N/A,66.75999,0.88,63.49383155,51.39,334
MAN,ManpowerGroup,Commercial Support Services,MAN,US56418H1005,16.23307706,1.228597045,#N/A N/A,12.34778778,2.21637305,8.13,7.02245333,6315011560,2.604464797,#N/A,-6.673975,1.86,16.03633077,55.19,148
MANH,Manhattan Associates,Software,MANH,US5627501092,67.31040673,1.246627808,#N/A N/A,27.09576423,20.45935175,1.68,-1.647156513,3026960541,-0.106837607,#N/A,-0.3300347,0,55.53833775,51.94,294
MAR,Marriott International,Restaurants & Leisure,MAR,US5719032022,9.927545989,0.954037011,#N/A N/A,31.56789484,13.7761106,3.66,34.10262418,48925585361,2.684879887,#N/A,35.67949,1.29,#N/A N/A,54.97,157
MAS,Masco,Building Materials & Packaging,MAS,US5745991068,25.94300817,1.098077655,#N/A N/A,19.4035372,#N/A N/A,1.66,3.901046622,11783126771,-0.257069409,#N/A,4.288499,0.41,#N/A N/A,50.57,400
MAT,Mattel,Household Goods & Apparel,MAT,US5770811025,-34.28502852,0.640522182,#N/A N/A,#N/A N/A,5.063014917,-3.07,-10.5320847,4974481164,-448.2233503,#N/A,-34.26785,0.91,9.790264296,50.76,386
MCD,McDonald's,Restaurants & Leisure,MCD,US5801351017,22.82297504,0.800718009,#N/A N/A,23.87926693,#N/A N/A,6.43,-7.316657122,1.29782E+11,1.943976734,#N/A,17.209,3.83,#N/A N/A,39.92,864
MCHP,Microchip Technology,Semiconductors & Equipment,MCHP,US5950171042,4.642135067,1.120306849,#N/A N/A,29.35395162,6.59915837,1.1,16.81412709,21672348000,0.405305822,#N/A,19.70185,1.451,17.21695744,53.92,200
MCK,McKesson,Food & Drug Retailers,MCK,US58155Q1031,26.34680703,1.220430613,#N/A N/A,18.93318615,2.599753825,22.95,4.007145701,30555760127,3.263477844,#N/A,4.280097,1.12,23.96801662,51.9,297
MCO,Moody's,Consumer & Diversified Finance,MCO,US6153691059,24.96498439,1.049760818,#N/A N/A,27.53000192,166.7701303,5.24,16.64447034,33300407000,1.065601066,#N/A,50.5829,1.14,#N/A N/A,50.97,374
MCY,Mercury General,Insurance,MCY,US5894001008,8.84584121,0.942649841,#N/A N/A,33.37080997,1.434986052,2.62,5.83325562,2527569277,-9.89010989,#N/A,-12.3463,2.495,6.138371427,44.51,799
MD,MEDNAX,Health Care Providers,MD,US58502B1061,4.105251702,0.839422703,#N/A N/A,16.63650628,0.696465083,3.47,8.644023123,4383631493,0.511585916,#N/A,-16.2333,0,12.32563152,48.75,567
MDLZ,Mondelez International,"Food, Beverage & Tobacco",MDLZ,US6092071058,7.172065339,0.826698959,#N/A N/A,18.02313761,2.187665816,1.93,-0.104154612,57645659081,0.328176278,#N/A,-9.879563,0.82,10.78052106,52.14,282
MDT,Medtronic,Health Care Equipment & Services,MDT,IE00BTN1Y115,3.407982985,0.963513494,#N/A N/A,23.61825092,2.308454174,2.92,3.041653661,1.15973E+11,0.480559196,#N/A,5.594806,1.72,14.1804901,53.34,221
MDU,MDU Resources,Building Materials & Packaging,MDU,US5526901096,8.451092331,0.608551264,#N/A N/A,22.02542344,2.283813606,1.44,7.617730746,5540785147,5.752961083,#N/A,11.97681,0.775,10.05566614,48.58,579
MET,MetLife,Insurance,MET,US59156R1086,-22.0958263,1.268111587,#N/A N/A,13.22963751,0.893885955,3.65,2.502179742,47654962216,-9.592822636,#N/A,4.087296,1.6,7.0491004,55.57,135
